Energy(keV)	Counts
1339,000	130
1339,226	104
1339,452	101
1339,678	120
1339,904	112
1340,130	117
1340,356	93
1340,582	128
1340,808	112
1341,034	111
1341,261	107
1341,487	118
1341,713	123
1341,939	97
1342,165	115
1342,391	115
1342,617	120
1342,843	94
1343,069	110
1343,295	103
1343,521	114
1343,747	98
1343,974	132
1344,200	111
1344,426	112
1344,652	122
1344,878	106
1345,104	118
1345,330	124
1345,556	121
1345,782	109
1346,008	104
1346,234	89
1346,460	113
1346,687	124
1346,913	124
1347,139	126
1347,365	156
1347,591	155
1347,817	142
1348,043	138
1348,269	147
1348,495	174
1348,721	160
1348,947	160
1349,173	143
1349,400	167
1349,626	133
1349,852	142
1350,078	128
1350,304	126
1350,530	120
1350,756	114
1350,982	121
1351,208	116
1351,434	105
1351,660	106
1351,886	106
1352,113	115
1352,339	131
1352,565	102
1352,791	79
1353,017	116
1353,243	104
1353,469	126
1353,695	105
1353,921	115
1354,147	113
1354,373	123
1354,599	122
1354,826	105
1355,052	124
1355,278	122
1355,504	109
1355,730	123
1355,956	96
1356,182	115
1356,408	100
1356,634	133
1356,860	121
1357,086	102
1357,313	119
1357,539	122
1357,765	129
1357,991	124
1358,217	139
1358,443	114
1358,669	103
1358,895	138
1359,121	116
1359,347	129
1359,573	131
1359,799	141
1360,026	106
1360,252	127
1360,478	112
1360,704	118
1360,930	130
1361,156	109
1361,382	148
1361,608	120
1361,834	100
1362,060	119
1362,286	147
1362,512	115
1362,739	116
1362,965	121
1363,191	120
1363,417	110
1363,643	102
1363,869	131
1364,095	120
1364,321	119
1364,547	115
1364,773	111
1364,999	101
1365,225	117
1365,452	124
1365,678	120
1365,904	103
1366,130	124
1366,356	100
1366,582	117
1366,808	101
1367,034	114
1367,260	121
1367,486	114
1367,712	137
1367,938	130
1368,165	130
1368,391	126
1368,617	104
1368,843	150
1369,069	125
1369,295	145
1369,521	123
1369,747	144
1369,973	129
1370,199	142
1370,425	113
1370,651	120
1370,878	108
1371,104	118
1371,330	115
1371,556	115
1371,782	107
1372,008	98
1372,234	119
1372,460	117
1372,686	104
1372,912	116
1373,138	99
1373,364	99
1373,591	121
1373,817	114
1374,043	102
1374,269	105
1374,495	104
1374,721	108
1374,947	112
1375,173	117
1375,399	114
1375,625	97
1375,851	113
1376,078	102
1376,304	89
1376,530	117
1376,756	110
1376,982	107
1377,208	99
1377,434	109
1377,660	98
1377,886	93
1378,112	101
1378,338	96
1378,564	101
1378,791	103
1379,017	94
1379,243	108
1379,469	97
1379,695	98
1379,921	104
1380,147	104
1380,373	91
1380,599	92
1380,825	112
1381,051	113
1381,277	104
1381,504	83
1381,730	87
1381,956	120
1382,182	83
1382,408	96
1382,634	92
1382,860	110
1383,086	84
1383,312	101
1383,538	101
1383,764	89
1383,990	95
1384,217	90
1384,443	100
1384,669	94
1384,895	90
1385,121	97
1385,347	83
1385,573	87
1385,799	98
1386,025	102
1386,251	103
1386,477	81
1386,703	83
1386,930	77
1387,156	89
1387,382	94
1387,608	85
1387,834	89
1388,060	102
1388,286	88
1388,512	97
1388,738	88
1388,964	76
1389,190	92
1389,416	105
1389,643	72
1389,869	88
1390,095	92
1390,321	74
1390,547	98
1390,773	86
1390,999	78
1391,225	89
1391,451	78
1391,677	85
1391,903	84
1392,130	81
1392,356	96
1392,582	84
1392,808	69
1393,034	97
1393,260	84
1393,486	91
1393,712	99
1393,938	103
1394,164	88
1394,390	114
1394,616	87
1394,843	82
1395,069	93
1395,295	119
1395,521	132
1395,747	148
1395,973	196
1396,199	250
1396,425	357
1396,651	438
1396,877	557
1397,103	719
1397,329	836
1397,556	891
1397,782	909
1398,008	914
1398,234	824
1398,460	775
1398,686	560
1398,912	396
1399,138	294
1399,364	218
1399,590	164
1399,816	109
1400,042	70
1400,269	70
1400,495	54
1400,721	84
1400,947	82
1401,173	62
1401,399	68
1401,625	60
1401,851	58
1402,077	70
1402,303	61
1402,529	53
1402,755	67
1402,982	58
1403,208	74
1403,434	76
1403,660	70
1403,886	62
1404,112	62
1404,338	63
1404,564	60
1404,790	67
1405,016	66
1405,242	61
1405,468	67
1405,695	68
1405,921	67
1406,147	76
1406,373	70
1406,599	81
1406,825	83
1407,051	89
1407,277	80
1407,503	111
1407,729	117
1407,955	129
1408,181	130
1408,408	154
1408,634	143
1408,860	125
1409,086	130
1409,312	102
1409,538	114
1409,764	91
1409,990	85
1410,216	67
1410,442	81
1410,668	71
1410,895	73
1411,121	64
1411,347	50
1411,573	68
1411,799	58
1412,025	49
1412,251	68
1412,477	59
1412,703	65
1412,929	73
1413,155	68
1413,381	63
1413,608	64
1413,834	61
1414,060	62
1414,286	73
1414,512	82
1414,738	60
1414,964	61
1415,190	80
1415,416	72
1415,642	67
1415,868	66
1416,094	62
1416,321	57
1416,547	76
1416,773	74
1416,999	61
1417,225	84
1417,451	93
1417,677	82
1417,903	89
1418,129	101
1418,355	92
1418,581	93
1418,807	76
1419,034	120
1419,260	93
1419,486	83
1419,712	70
1419,938	72
1420,164	57
1420,390	52
1420,616	61
1420,842	66
1421,068	64
1421,294	53
1421,520	67
1421,747	47
1421,973	62
1422,199	67
1422,425	53
1422,651	50
1422,877	56
1423,103	61
1423,329	55
1423,555	66
1423,781	57
1424,007	66
1424,233	49
1424,460	59
1424,686	51
1424,912	60
1425,138	48
1425,364	54
1425,590	52
1425,816	34
1426,042	64
1426,268	57
1426,494	55
1426,720	62
1426,947	55
1427,173	50
1427,399	43
1427,625	40
1427,851	46
1428,077	58
1428,303	49
1428,529	58
1428,755	55
1428,981	53
1429,207	55
1429,433	41
1429,660	47
1429,886	61
1430,112	58
1430,338	58
1430,564	48
1430,790	37
1431,016	51
1431,242	53
1431,468	54
1431,694	52
1431,920	49
1432,146	46
1432,373	45
1432,599	42
1432,825	45
1433,051	49
1433,277	37
1433,503	62
1433,729	51
1433,955	53
1434,181	55
1434,407	48
1434,633	39
1434,859	47
1435,086	55
1435,312	59
1435,538	49
1435,764	46
1435,990	36
1436,216	54
1436,442	61
1436,668	50
1436,894	49
1437,120	53
1437,346	53
1437,572	55
1437,799	59
1438,025	49
1438,251	66
1438,477	49
1438,703	56
1438,929	43
1439,155	40
1439,381	44
1439,607	53
1439,833	41
1440,059	46
1440,285	47
1440,512	54
1440,738	48
1440,964	43
1441,190	61
1441,416	52
1441,642	41
1441,868	57
1442,094	43
1442,320	44
1442,546	41
1442,772	38
1442,998	63
1443,225	50
1443,451	51
1443,677	54
1443,903	34
1444,129	37
1444,355	41
1444,581	48
1444,807	52
1445,033	42
1445,259	49
1445,485	55
1445,712	40
1445,938	42
1446,164	42
1446,390	38
1446,616	47
1446,842	50
1447,068	49
1447,294	48
1447,520	54
1447,746	46
1447,972	41
1448,198	39
1448,425	47
1448,651	39
1448,877	51
1449,103	41
1449,329	38
1449,555	45
1449,781	36
1450,007	42
1450,233	40
1450,459	35
1450,685	50
1450,911	47
1451,138	29
1451,364	51
1451,590	43
1451,816	50
1452,042	45
1452,268	51
1452,494	41
1452,720	52
1452,946	51
1453,172	48
1453,398	36
1453,624	35
1453,851	39
1454,077	35
1454,303	38
1454,529	28
1454,755	44
1454,981	39
1455,207	44
1455,433	35
1455,659	38
1455,885	46
1456,111	39
1456,337	39
1456,564	43
1456,790	43
1457,016	46
1457,242	36
1457,468	32
1457,694	42
1457,920	36
1458,146	40
1458,372	46
1458,598	38
1458,824	46
1459,050	40
1459,277	47
1459,503	45
1459,729	44
1459,955	49
1460,181	41
1460,407	50
1460,633	56
1460,859	41
1461,085	62
1461,311	54
1461,537	44
1461,764	50
1461,990	61
1462,216	34
1462,442	40
1462,668	39
1462,894	56
1463,120	43
1463,346	45
1463,572	38
1463,798	32
1464,024	28
1464,250	38
1464,477	34
1464,703	43
1464,929	35
1465,155	31
1465,381	37
1465,607	33
1465,833	34
1466,059	39
1466,285	47
1466,511	42
1466,737	29
1466,963	30
1467,190	36
1467,416	46
1467,642	38
1467,868	30
1468,094	42
1468,320	44
1468,546	31
1468,772	28
1468,998	32
1469,224	32
1469,450	40
1469,676	29
1469,903	38
1470,129	38
1470,355	43
1470,581	28
1470,807	43
1471,033	30
1471,259	26
1471,485	37
1471,711	34
1471,937	39
1472,163	26
1472,389	36
1472,616	36
1472,842	25
1473,068	42
1473,294	41
1473,520	30
1473,746	38
1473,972	29
1474,198	38
1474,424	36
1474,650	30
1474,876	36
1475,102	39
1475,329	38
1475,555	34
1475,781	30
1476,007	36
1476,233	37
1476,459	33
1476,685	32
1476,911	37
1477,137	25
1477,363	21
1477,589	30
1477,816	32
1478,042	32
1478,268	34
1478,494	27
1478,720	34
1478,946	23
1479,172	32
1479,398	29
1479,624	29
1479,850	30
1480,076	26
1480,302	35
1480,529	36
1480,755	22
1480,981	19
1481,207	34
1481,433	36
1481,659	19
1481,885	27
1482,111	35
1482,337	25
1482,563	30
1482,789	32
1483,015	33
1483,242	29
1483,468	23
1483,694	42
1483,920	25
1484,146	33
1484,372	24
1484,598	32
1484,824	30
1485,050	27
1485,276	19
1485,502	29
1485,728	30
1485,955	34
1486,181	27
1486,407	27
1486,633	35
1486,859	25
1487,085	29
1487,311	29
1487,537	46
1487,763	26
1487,989	25
1488,215	33
1488,441	27
1488,668	36
1488,894	23
1489,120	30
1489,346	27
1489,572	42
1489,798	32
1490,024	29
1490,250	33
1490,476	26
1490,702	27
1490,928	34
1491,154	34
1491,381	42
1491,607	43
1491,833	66
1492,059	91
1492,285	128
1492,511	210
1492,737	308
1492,963	433
1493,189	621
1493,415	871
1493,641	1126
1493,867	1404
1494,094	1653
1494,320	1769
1494,546	1838
1494,772	1746
1494,998	1642
1495,224	1317
1495,450	1100
1495,676	771
1495,902	557
1496,128	338
1496,354	219
1496,581	141
1496,807	79
1497,033	51
1497,259	35
1497,485	34
1497,711	24
1497,937	22
1498,163	24
1498,389	20
1498,615	28
1498,841	20
1499,067	29
1499,294	23
1499,520	33
1499,746	21
1499,972	32
1500,198	25
1500,424	19
1500,650	20
1500,876	24
1501,102	19
1501,328	22
1501,554	25
1501,780	20
1502,007	21
1502,233	27
1502,459	21
1502,685	20
1502,911	26
1503,137	25
1503,363	26
1503,589	19
1503,815	26
1504,041	14
1504,267	24
1504,493	22
1504,720	17
1504,946	15
1505,172	26
1505,398	25
1505,624	18
1505,850	26
1506,076	19
1506,302	24
1506,528	16
1506,754	30
1506,980	23
1507,206	31
1507,433	22
1507,659	23
1507,885	11
1508,111	23
1508,337	15
1508,563	20
1508,789	10
1509,015	15
1509,241	24
1509,467	20
1509,693	19
1509,919	20
1510,146	24
1510,372	25
1510,598	18
1510,824	10
1511,050	20
1511,276	13
1511,502	17
1511,728	10
1511,954	18
1512,180	20
1512,406	20
1512,633	17
1512,859	22
1513,085	17
1513,311	13
1513,537	20
1513,763	20
1513,989	20
1514,215	16
1514,441	10
1514,667	12
1514,893	17
1515,119	12
1515,346	31
1515,572	18
1515,798	18
1516,024	18
1516,250	19
1516,476	12
1516,702	27
1516,928	11
1517,154	15
1517,380	16
1517,606	15
1517,832	20
1518,059	14
1518,285	21
1518,511	15
1518,737	12
1518,963	17
1519,189	19
1519,415	12
1519,641	15
1519,867	12
1520,093	21
1520,319	15
1520,545	26
1520,772	8
1520,998	18
1521,224	22
1521,450	19
1521,676	24
1521,902	21
1522,128	22
1522,354	20
1522,580	20
1522,806	19
1523,032	22
1523,258	18
1523,485	26
1523,711	16
1523,937	24
1524,163	21
1524,389	17
1524,615	25
1524,841	22
1525,067	29
1525,293	16
1525,519	20
1525,745	22
1525,971	13
1526,198	18
1526,424	16
1526,650	17
1526,876	17
1527,102	11
1527,328	14
1527,554	16
1527,780	20
1528,006	16
1528,232	17
1528,458	10
1528,684	19
1528,911	14
1529,137	16
1529,363	16
1529,589	12
1529,815	20
1530,041	20
1530,267	15
1530,493	26
1530,719	26
1530,945	27
1531,171	24
1531,398	31
1531,624	35
1531,850	28
1532,076	35
1532,302	33
1532,528	19
1532,754	26
1532,980	14
1533,206	22
1533,432	18
1533,658	15
1533,884	23
1534,111	23
1534,337	13
1534,563	15
1534,789	15
1535,015	10
1535,241	7
1535,467	21
1535,693	28
1535,919	20
1536,145	30
1536,371	23
1536,597	34
1536,824	56
1537,050	75
1537,276	92
1537,502	107
1537,728	144
1537,954	151
1538,180	172
1538,406	146
1538,632	167
1538,858	133
1539,084	112
1539,310	98
1539,537	66
1539,763	62
1539,989	37
1540,215	21
1540,441	19
1540,667	14
1540,893	13
1541,119	12
1541,345	15
1541,571	9
1541,797	15
1542,023	14
1542,250	12
1542,476	8
1542,702	20
1542,928	14
1543,154	11
1543,380	10
1543,606	12
1543,832	7
1544,058	10
1544,284	15
1544,510	11
1544,736	16
1544,963	10
1545,189	18
1545,415	21
1545,641	13
1545,867	14
1546,093	11
1546,319	16
1546,545	11
1546,771	11
1546,997	20
1547,223	13
1547,450	19
1547,676	14
1547,902	11
1548,128	20
1548,354	4
1548,580	11
1548,806	11
1549,032	16
1549,258	17
1549,484	12
1549,710	12
1549,936	9
1550,163	13
1550,389	12
1550,615	12
1550,841	15
1551,067	10
1551,293	10
1551,519	14
1551,745	16
1551,971	14
1552,197	15
1552,423	10
1552,649	12
1552,876	11
1553,102	17
1553,328	20
1553,554	5
1553,780	13
1554,006	9
1554,232	11
1554,458	22
1554,684	9
1554,910	12
1555,136	8
1555,362	12
1555,589	12
1555,815	13
1556,041	7
1556,267	8
1556,493	13
1556,719	16
1556,945	6
1557,171	17
1557,397	20
1557,623	13
1557,849	14
1558,075	7
1558,302	13
1558,528	9
1558,754	10
1558,980	9
1559,206	16
1559,432	19
1559,658	4
1559,884	12
1560,110	9
1560,336	11
1560,562	8
1560,788	11
1561,015	15
1561,241	10
1561,467	6
1561,693	10
1561,919	11
1562,145	8
1562,371	14
1562,597	19
1562,823	11
1563,049	14
1563,275	8
1563,502	13
1563,728	7
1563,954	21
1564,180	13
1564,406	4
1564,632	10
1564,858	6
1565,084	6
1565,310	8
1565,536	13
1565,762	5
1565,988	10
1566,215	9
1566,441	9
1566,667	14
1566,893	11
1567,119	10
1567,345	10
1567,571	7
1567,797	9
1568,023	11
1568,249	7
1568,475	7
1568,701	12
1568,928	16
1569,154	16
1569,380	18
1569,606	15
1569,832	17
1570,058	10
1570,284	6
1570,510	9
1570,736	6
1570,962	11
1571,188	12
1571,414	12
1571,641	11
1571,867	13
1572,093	11
1572,319	9
1572,545	13
1572,771	5
1572,997	8
1573,223	13
1573,449	10
1573,675	13
1573,901	12
1574,127	6
1574,354	13
1574,580	15
1574,806	13
1575,032	10
1575,258	12
1575,484	13
1575,710	9
1575,936	11
1576,162	3
1576,388	17
1576,614	8
1576,840	14
1577,067	16
1577,293	11
1577,519	18
1577,745	13
1577,971	14
1578,197	11
1578,423	12
1578,649	10
1578,875	12
1579,101	13
1579,327	22
1579,553	10
1579,780	7
1580,006	19
1580,232	8
1580,458	8
1580,684	8
1580,910	13
1581,136	12
1581,362	5
1581,588	9
1581,814	17
1582,040	14
1582,267	11
1582,493	10
1582,719	10
1582,945	9
1583,171	9
1583,397	10
1583,623	10
1583,849	10
1584,075	12
1584,301	12
1584,527	5
1584,753	10
1584,980	11
1585,206	12
1585,432	11
1585,658	8
1585,884	23
1586,110	13
1586,336	15
1586,562	7
1586,788	13
1587,014	16
1587,240	11
1587,466	12
1587,693	14
1587,919	11
1588,145	12
1588,371	11
1588,597	14
1588,823	20
1589,049	12
1589,275	16
1589,501	12
1589,727	12
1589,953	13
1590,179	14
1590,406	14
1590,632	15
1590,858	21
1591,084	22
1591,310	20
1591,536	22
1591,762	19
1591,988	9
1592,214	13
1592,440	19
1592,666	22
1592,892	17
1593,119	32
1593,345	27
1593,571	33
1593,797	47
1594,023	56
1594,249	80
1594,475	137
1594,701	218
1594,927	349
1595,153	518
1595,379	822
1595,605	1220
1595,832	1724
1596,058	2249
1596,284	2849
1596,510	3587
1596,736	4131
1596,962	4464
1597,188	4468
1597,414	4286
1597,640	3854
1597,866	3246
1598,092	2521
1598,319	1839
1598,545	1314
1598,771	842
1598,997	540
1599,223	274
1599,449	157
1599,675	82
1599,901	42
1600,127	18
1600,353	14
1600,579	13
1600,805	13
1601,032	3
1601,258	11
1601,484	7
1601,710	7
1601,936	5
1602,162	6
1602,388	10
1602,614	6
1602,840	8
1603,066	8
1603,292	8
1603,518	2
1603,745	5
1603,971	8
1604,197	4
1604,423	11
1604,649	5
1604,875	9
1605,101	9
1605,327	9
1605,553	7
1605,779	3
1606,005	6
1606,231	8
1606,458	6
1606,684	12
1606,910	5
1607,136	5
1607,362	3
1607,588	6
1607,814	7
1608,040	2
1608,266	6
1608,492	6
1608,718	4
1608,944	6
1609,171	10
1609,397	3
1609,623	4
1609,849	5
1610,075	4
1610,301	5
1610,527	4
1610,753	3
1610,979	4
1611,205	5
1611,431	5
1611,657	4
1611,884	2
1612,110	5
1612,336	6
1612,562	4
1612,788	7
1613,014	0
1613,240	2
1613,466	1
1613,692	5
1613,918	8
1614,144	10
1614,371	7
1614,597	6
1614,823	4
1615,049	2
1615,275	7
1615,501	7
1615,727	7
1615,953	2
1616,179	6
1616,405	3
1616,631	9
1616,857	15
1617,084	10
1617,310	10
1617,536	13
1617,762	14
1617,988	19
1618,214	14
1618,440	6
1618,666	14
1618,892	13
1619,118	7
1619,344	8
1619,570	6
1619,797	5
1620,023	2
1620,249	5
1620,475	2
1620,701	4
1620,927	4
1621,153	2
1621,379	5
1621,605	5
1621,831	3
1622,057	5
1622,283	0
1622,510	2
1622,736	4
1622,962	3
1623,188	2
1623,414	5
1623,640	3
1623,866	3
1624,092	3
1624,318	1
1624,544	3
1624,770	6
1624,996	3
1625,223	5
1625,449	7
1625,675	5
1625,901	6
1626,127	2
1626,353	6
1626,579	4
1626,805	5
1627,031	4
1627,257	3
1627,483	8
1627,709	2
1627,936	4
1628,162	6
1628,388	8
1628,614	5
1628,840	3
1629,066	6
1629,292	7
1629,518	6
1629,744	3
1629,970	1
1630,196	2
1630,423	3
1630,649	6
1630,875	2
1631,101	4
1631,327	4
1631,553	3
1631,779	3
1632,005	5
1632,231	4
1632,457	2
1632,683	5
1632,909	7
1633,136	3
1633,362	1
1633,588	5
1633,814	3
1634,040	3
1634,266	3
1634,492	2
1634,718	7
1634,944	1
1635,170	5
1635,396	3
1635,622	2
1635,849	1
1636,075	10
1636,301	1
1636,527	3
1636,753	4
1636,979	3
1637,205	2
1637,431	5
1637,657	5
1637,883	4
1638,109	2
1638,335	4
1638,562	4
1638,788	1
1639,014	4
1639,240	3
1639,466	3
1639,692	5
1639,918	6
1640,144	3
1640,370	9
1640,596	3
1640,822	10
1641,048	4
1641,275	2
1641,501	1
1641,727	4
1641,953	0
1642,179	5
1642,405	2
1642,631	3
1642,857	4
1643,083	3
1643,309	1
1643,535	1
1643,761	6
1643,988	5
1644,214	3
1644,440	3
1644,666	4
1644,892	3
1645,118	2
1645,344	1
1645,570	5
1645,796	2
1646,022	3
1646,248	4
1646,474	4
1646,701	4
1646,927	4
1647,153	3
1647,379	4
1647,605	2
1647,831	5
1648,057	3
1648,283	3
1648,509	3
1648,735	1
1648,961	2
1649,188	3
1649,414	3
1649,640	7
1649,866	4
1650,092	2
1650,318	3
1650,544	1
1650,770	0
1650,996	3
1651,222	1
1651,448	4
1651,674	3
1651,901	6
1652,127	3
1652,353	5
1652,579	3
1652,805	4
1653,031	1
1653,257	1
1653,483	6
1653,709	6
1653,935	1
1654,161	2
1654,387	0
1654,614	3
1654,840	6
1655,066	4
1655,292	5
1655,518	4
1655,744	2
1655,970	6
1656,196	2
1656,422	4
1656,648	3
1656,874	4
1657,100	5
1657,327	5
1657,553	2
1657,779	6
1658,005	0
1658,231	1
1658,457	1
1658,683	5
1658,909	2
1659,135	2
1659,361	5
1659,587	3
1659,813	2
1660,040	2
1660,266	2
1660,492	4
1660,718	5
1660,944	8
1661,170	5
1661,396	3
1661,622	6
1661,848	6
1662,074	5
1662,300	5
1662,526	2
1662,753	6
1662,979	1
1663,205	3
1663,431	3
1663,657	3
1663,883	5
1664,109	5
1664,335	3
1664,561	4
1664,787	3
1665,013	8
1665,240	7
1665,466	1
1665,692	8
1665,918	8
1666,144	4
1666,370	12
1666,596	6
1666,822	7
1667,048	8
1667,274	9
1667,500	7
1667,726	2
1667,953	6
1668,179	6
1668,405	1
1668,631	1
1668,857	3
1669,083	4
1669,309	2
1669,535	2
1669,761	4
1669,987	2
1670,213	3
1670,439	4
1670,666	0
1670,892	0
1671,118	3
1671,344	1
1671,570	2
1671,796	2
1672,022	2
1672,248	0
1672,474	2
1672,700	6
1672,926	2
1673,152	4
1673,379	7
1673,605	1
1673,831	5
1674,057	8
1674,283	12
1674,509	5
1674,735	11
1674,961	14
1675,187	8
1675,413	8
1675,639	4
1675,865	12
1676,092	3
1676,318	5
1676,544	3
1676,770	4
1676,996	1
1677,222	4
1677,448	3
1677,674	5
1677,900	7
1678,126	3
1678,352	1
1678,578	6
1678,805	4
1679,031	1
1679,257	4
1679,483	2
1679,709	5
1679,935	2
1680,161	1
1680,387	3
1680,613	3
1680,839	3
1681,065	2
1681,292	1
1681,518	2
1681,744	3
1681,970	1
1682,196	1
1682,422	5
1682,648	1
1682,874	0
1683,100	3
1683,326	3
1683,552	4
1683,778	2
1684,005	2
1684,231	3
1684,457	0
1684,683	1
1684,909	1
1685,135	3
1685,361	1
1685,587	1
1685,813	2
1686,039	5
1686,265	2
1686,491	5
1686,718	0
1686,944	1
1687,170	2
1687,396	3
1687,622	4
1687,848	5
1688,074	2
1688,300	1
1688,526	3
1688,752	3
1688,978	2
1689,204	3
1689,431	4
1689,657	3
1689,883	5
1690,109	3
1690,335	4
1690,561	2
1690,787	4
1691,013	3
1691,239	3
1691,465	5
1691,691	3
1691,917	3
1692,144	2
1692,370	4
1692,596	7
1692,822	2
1693,048	1
1693,274	8
1693,500	2
1693,726	2
1693,952	0
1694,178	3
1694,404	1
1694,630	4
1694,857	2
1695,083	5
1695,309	0
1695,535	3
1695,761	3
1695,987	2
1696,213	5
1696,439	5
1696,665	4
1696,891	6
1697,117	2
1697,344	6
1697,570	5
1697,796	2
1698,022	1
1698,248	7
1698,474	4
1698,700	0
1698,926	3
1699,152	5
1699,378	6
1699,604	5
1699,830	2
1700,057	2
1700,283	8
1700,509	5
1700,735	1
1700,961	6
1701,187	6
1701,413	6
1701,639	3
1701,865	0
1702,091	3
1702,317	7
1702,543	7
1702,770	3
1702,996	4
1703,222	4
1703,448	2
1703,674	1
1703,900	5
1704,126	3
1704,352	2
1704,578	1
1704,804	1
1705,030	3
1705,256	0
1705,483	1
1705,709	5
1705,935	1
1706,161	3
1706,387	1
1706,613	3
1706,839	7
1707,065	2
1707,291	2
1707,517	2
1707,743	4
1707,969	2
1708,196	1
1708,422	4
1708,648	3
1708,874	3
1709,100	1
1709,326	2
1709,552	2
1709,778	2
1710,004	2
1710,230	2
1710,456	3
1710,682	3
1710,909	1
1711,135	0
1711,361	1
1711,587	5
1711,813	3
1712,039	0
1712,265	3
1712,491	2
1712,717	4
1712,943	5
1713,169	5
1713,395	2
1713,622	1
1713,848	2
1714,074	2
1714,300	2
1714,526	5
1714,752	5
1714,978	1
1715,204	4
1715,430	3
1715,656	4
1715,882	1
1716,109	2
1716,335	3
1716,561	5
1716,787	3
1717,013	4
1717,239	6
1717,465	6
1717,691	6
1717,917	4
1718,143	15
1718,369	30
1718,595	45
1718,822	54
1719,048	80
1719,274	102
1719,500	137
1719,726	186
1719,952	185
1720,178	193
1720,404	229
1720,630	178
1720,856	171
1721,082	149
1721,308	116
1721,535	88
1721,761	71
1721,987	47
1722,213	34
1722,439	25
1722,665	15
1722,891	9
1723,117	7
1723,343	2
1723,569	3
1723,795	4
1724,021	3
1724,248	6
1724,474	1
1724,700	2
1724,926	1
1725,152	0
1725,378	3
1725,604	5
1725,830	2
1726,056	1
1726,282	3
1726,508	2
1726,734	1
1726,961	3
1727,187	3
1727,413	3
1727,639	3
1727,865	4
1728,091	2
1728,317	6
1728,543	2
1728,769	1
1728,995	3
1729,221	2
1729,447	1
1729,674	3
1729,900	1
1730,126	2
1730,352	3
1730,578	0
1730,804	1
1731,030	2
1731,256	0
1731,482	2
1731,708	1
1731,934	0
1732,161	0
1732,387	3
1732,613	0
1732,839	2
1733,065	3
1733,291	3
1733,517	3
1733,743	3
1733,969	4
1734,195	3
1734,421	1
1734,647	4
1734,874	2
1735,100	2
1735,326	3
1735,552	3
1735,778	5
1736,004	0
1736,230	2
1736,456	2
1736,682	4
1736,908	1
1737,134	2
1737,360	2
1737,587	2
1737,813	4
1738,039	4
1738,265	4
1738,491	3
1738,717	2
1738,943	2
1739,169	1
1739,395	2
1739,621	4
1739,847	2
1740,073	2
1740,300	2
1740,526	2
1740,752	3
1740,978	0
1741,204	2
1741,430	2
1741,656	5
1741,882	1
1742,108	1
1742,334	3
1742,560	2
1742,786	0
1743,013	2
1743,239	1
1743,465	1
1743,691	3
1743,917	5
1744,143	5
1744,369	4
1744,595	0
1744,821	1
1745,047	3
1745,273	0
1745,499	1
1745,726	2
1745,952	0
1746,178	2
1746,404	1
1746,630	2
1746,856	4
1747,082	2
1747,308	1
1747,534	2
1747,760	2
1747,986	0
1748,213	1
1748,439	0
1748,665	1
1748,891	1
1749,117	0
1749,343	1
1749,569	3
1749,795	1
1750,021	4
1750,247	3
1750,473	2
1750,699	1
1750,926	5
1751,152	4
1751,378	2
1751,604	2
1751,830	2
1752,056	2
1752,282	0
1752,508	3
1752,734	6
1752,960	2
1753,186	1
1753,412	2
1753,639	0
1753,865	1
1754,091	2
1754,317	2
1754,543	1
1754,769	2
1754,995	2
1755,221	0
1755,447	2
1755,673	0
1755,899	1
1756,125	1
1756,352	1
1756,578	3
1756,804	5
1757,030	1
1757,256	1
1757,482	4
1757,708	1
1757,934	2
1758,160	1
1758,386	2
1758,612	1
1758,838	2
1759,065	2
1759,291	2
1759,517	1
1759,743	0
1759,969	2
1760,195	1
1760,421	3
1760,647	3
1760,873	0
1761,099	4
1761,325	3
1761,551	3
1761,778	3
1762,004	0
1762,230	0
1762,456	1
1762,682	6
1762,908	2
1763,134	1
1763,360	3
1763,586	3
1763,812	2
1764,038	2
1764,265	2
1764,491	3
1764,717	1
1764,943	1
1765,169	2
1765,395	0
1765,621	1
1765,847	1
1766,073	3
1766,299	3
1766,525	3
1766,751	0
1766,978	0
1767,204	1
1767,430	1
1767,656	1
1767,882	1
1768,108	1
1768,334	2
1768,560	1
1768,786	3
1769,012	4
1769,238	1
1769,464	1
1769,691	2
1769,917	7
1770,143	2
1770,369	1
1770,595	4
1770,821	4
1771,047	3
1771,273	2
1771,499	6
1771,725	3
1771,951	2
1772,177	2
1772,404	2
1772,630	1
1772,856	2
1773,082	3
1773,308	1
1773,534	0
1773,760	1
1773,986	0
1774,212	3
1774,438	1
1774,664	3
1774,890	2
1775,117	3
1775,343	1
1775,569	2
1775,795	2
1776,021	0
1776,247	1
1776,473	4
1776,699	0
1776,925	1
1777,151	1
1777,377	3
1777,603	2
1777,830	2
1778,056	2
1778,282	0
1778,508	0
1778,734	1
1778,960	0
1779,186	1
1779,412	1
1779,638	1
1779,864	2
1780,090	2
1780,316	1
1780,543	2
1780,769	1
1780,995	3
1781,221	1
1781,447	1
1781,673	3
1781,899	2
1782,125	2
1782,351	2
1782,577	0
1782,803	1
1783,030	1
1783,256	1
1783,482	1
1783,708	2
1783,934	1
1784,160	1
1784,386	0
1784,612	1
1784,838	0
1785,064	0
1785,290	1
1785,516	4
1785,743	2
1785,969	0
1786,195	2
1786,421	1
1786,647	0
1786,873	1
1787,099	2
1787,325	3
1787,551	0
1787,777	4
1788,003	0
1788,229	2
1788,456	1
1788,682	2
1788,908	0
1789,134	2
1789,360	1
1789,586	2
1789,812	1
