Energy(keV)	Counts
451,845	5104
452,071	5221
452,297	5101
452,523	5165
452,749	5247
452,975	5194
453,201	5116
453,427	5053
453,653	5284
453,879	5207
454,106	5147
454,332	5088
454,558	5122
454,784	5075
455,010	5082
455,236	5046
455,462	5064
455,688	5169
455,914	5071
456,140	5083
456,366	5093
456,592	5001
456,819	5212
457,045	5149
457,271	5047
457,497	5031
457,723	5028
457,949	5188
458,175	5016
458,401	4932
458,627	5093
458,853	5075
459,079	5176
459,305	4952
459,532	5186
459,758	5077
459,984	5093
460,210	5052
460,436	5086
460,662	5137
460,888	5151
461,114	5297
461,340	5670
461,566	6684
461,792	9106
462,018	13946
462,245	22089
462,471	32497
462,697	42734
462,923	49344
463,149	47785
463,375	40248
463,601	29460
463,827	19147
464,053	11806
464,279	7785
464,505	6054
464,731	5199
464,958	5116
465,184	4993
465,410	4878
465,636	5007
465,862	4933
466,088	5073
466,314	4941
466,540	5089
466,766	5274
466,992	5231
467,218	5650
467,444	5565
467,671	5691
467,897	5492
468,123	5369
468,349	5148
468,575	5076
468,801	5054
469,027	4895
469,253	4905
469,479	4899
469,705	5052
469,931	4871
470,157	4933
470,384	4958
470,610	4838
470,836	4968
471,062	5051
471,288	5011
471,514	4876
471,740	5021
471,966	4940
472,192	4934
472,418	4912
472,644	4960
472,871	4999
473,097	4877
473,323	4754
473,549	5002
473,775	4889
474,001	4944
474,227	4993
474,453	4938
474,679	4862
474,905	4937
475,131	4897
475,357	5048
475,584	4823
475,810	4917
476,036	4932
476,262	4929
476,488	4957
476,714	5166
476,940	5530
477,166	5929
477,392	6658
477,618	7195
477,844	7366
478,070	7409
478,297	6864
478,523	6143
478,749	5593
478,975	5238
479,201	5200
479,427	5002
479,653	4961
479,879	4944
480,105	4852
480,331	4969
480,557	4806
480,783	4923
481,010	4922
481,236	4915
481,462	4966
481,688	4845
481,914	4916
482,140	4897
482,366	4986
482,592	5004
482,818	4979
483,044	5003
483,270	5102
483,496	5045
483,723	4911
483,949	4926
484,175	4955
484,401	4849
484,627	4959
484,853	4972
485,079	5002
485,305	4807
485,531	4966
485,757	4782
485,983	4964
486,209	5080
486,436	5010
486,662	4901
486,888	4996
487,114	4856
487,340	5000
487,566	4964
487,792	4948
488,018	4905
488,244	4955
488,470	4921
488,696	5027
488,922	5010
489,149	5045
489,375	4917
489,601	4888
489,827	4776
490,053	5023
490,279	5045
490,505	4930
490,731	4890
490,957	4841
491,183	4935
491,409	4899
491,636	4945
491,862	4823
492,088	4985
492,314	4985
492,540	4907
492,766	4792
492,992	4886
493,218	4871
493,444	4900
493,670	4910
493,896	4904
494,122	5077
494,349	4972
494,575	5046
494,801	5012
495,027	4939
495,253	4896
495,479	4850
495,705	4915
495,931	4835
496,157	4885
496,383	5052
496,609	5034
496,835	4996
497,062	4951
497,288	5002
497,514	5011
497,740	5057
497,966	5052
498,192	4890
498,418	4819
498,644	5086
498,870	4963
499,096	4857
499,322	4887
499,548	4923
499,775	4923
500,001	4963
500,227	4936
500,453	4982
500,679	4927
500,905	4997
501,131	5012
501,357	4914
501,583	4959
501,809	4979
502,035	4921
502,261	4933
502,488	4874
502,714	4898
502,940	4928
503,166	5007
503,392	4917
503,618	4893
503,844	4887
504,070	4919
504,296	4964
504,522	4965
504,748	5015
504,974	5027
505,201	4963
505,427	5132
505,653	4816
505,879	4904
506,105	5054
506,331	4949
506,557	4962
506,783	5009
507,009	4955
507,235	4799
507,461	4930
507,687	5036
507,914	4970
508,140	4997
508,366	5152
508,592	5027
508,818	5142
509,044	5158
509,270	5202
509,496	5145
509,722	5287
509,948	5177
510,174	5344
510,401	5368
510,627	5389
510,853	5414
511,079	5413
511,305	5403
511,531	5307
511,757	5207
511,983	5225
512,209	5078
512,435	5067
512,661	5105
512,887	5140
513,114	4943
513,340	5042
513,566	4946
513,792	5016
514,018	4980
514,244	5056
514,470	4915
514,696	5056
514,922	5046
515,148	5038
515,374	4960
515,600	4998
515,827	5126
516,053	4955
516,279	5109
516,505	5117
516,731	5058
516,957	5275
517,183	5254
517,409	5450
517,635	5604
517,861	5398
518,087	5362
518,313	5265
518,540	5219
518,766	5167
518,992	4999
519,218	4953
519,444	4995
519,670	5005
519,896	5030
520,122	5109
520,348	4827
520,574	4992
520,800	5036
521,026	5000
521,253	4995
521,479	4979
521,705	4991
521,931	5101
522,157	5054
522,383	5101
522,609	5027
522,835	4969
523,061	5056
523,287	4983
523,513	5105
523,739	4946
523,966	5028
524,192	5031
524,418	4987
524,644	5033
524,870	4942
525,096	4951
525,322	4986
525,548	4998
525,774	4906
526,000	4925
526,226	5150
526,452	4966
526,679	4918
526,905	5036
527,131	4958
527,357	5055
527,583	5027
527,809	4875
528,035	4826
528,261	4889
528,487	4917
528,713	5061
528,939	5097
529,165	4907
529,392	4803
529,618	4961
529,844	4904
530,070	4950
530,296	4806
530,522	4943
530,748	4812
530,974	5091
531,200	4921
531,426	4833
531,652	4989
531,879	5013
532,105	4990
532,331	4904
532,557	5198
532,783	5032
533,009	4962
533,235	4757
533,461	4914
533,687	4822
533,913	4930
534,139	4992
534,365	4843
534,592	5020
534,818	4889
535,044	4885
535,270	4752
535,496	4641
535,722	4670
535,948	4538
536,174	4447
536,400	4343
536,626	4449
536,852	4562
537,078	4415
537,305	4332
537,531	4341
537,757	4394
537,983	4500
538,209	4377
538,435	4364
538,661	4289
538,887	4233
539,113	4468
539,339	4252
539,565	4351
539,791	4339
540,018	4165
540,244	4365
540,470	4274
540,696	4250
540,922	4314
541,148	4233
541,374	4206
541,600	4242
541,826	4265
542,052	4272
542,278	4076
542,504	4288
542,731	4209
542,957	4084
543,183	4157
543,409	4250
543,635	4088
543,861	4182
544,087	4252
544,313	4224
544,539	4262
544,765	4287
544,991	4269
545,217	4223
545,444	4196
545,670	4155
545,896	4259
546,122	4209
546,348	4234
546,574	4122
546,800	4098
547,026	4092
547,252	4186
547,478	4030
547,704	4041
547,930	4126
548,157	4267
548,383	4128
548,609	4153
548,835	4178
549,061	4133
549,287	4015
549,513	4051
549,739	4191
549,965	4125
550,191	4089
550,417	4172
550,644	4083
550,870	4184
551,096	4203
551,322	4106
551,548	4051
551,774	4163
552,000	4037
552,226	3933
552,452	3997
552,678	4093
552,904	4095
553,130	4082
553,357	4142
553,583	4145
553,809	4162
554,035	4044
554,261	4036
554,487	4098
554,713	4067
554,939	4046
555,165	3956
555,391	3997
555,617	4041
555,843	4237
556,070	4346
556,296	4616
556,522	5294
556,748	5722
556,974	6190
557,200	6460
557,426	6375
557,652	5847
557,878	5382
558,104	4781
558,330	4449
558,556	4183
558,783	4154
559,009	4118
559,235	4068
559,461	4072
559,687	3892
559,913	3999
560,139	3850
560,365	3978
560,591	3966
560,817	4017
561,043	3961
561,269	3952
561,496	3893
561,722	3992
561,948	3971
562,174	4062
562,400	3960
562,626	3819
562,852	3949
563,078	3911
563,304	3923
563,530	3819
563,756	3987
563,982	3863
564,209	3960
564,435	3929
564,661	3974
564,887	4012
565,113	3779
565,339	3904
565,565	3849
565,791	3800
566,017	3903
566,243	3776
566,469	3722
566,695	3890
566,922	3791
567,148	3822
567,374	3822
567,600	3812
567,826	3913
568,052	3819
568,278	3994
568,504	3873
568,730	3879
568,956	3954
569,182	3909
569,409	3921
569,635	3804
569,861	3886
570,087	3905
570,313	3866
570,539	3729
570,765	3782
570,991	3902
571,217	3687
571,443	3714
571,669	3711
571,895	3649
572,122	3726
572,348	3790
572,574	3798
572,800	3795
573,026	3689
573,252	3628
573,478	3876
573,704	3749
573,930	3783
574,156	3815
574,382	3762
574,608	3762
574,835	3711
575,061	3802
575,287	3695
575,513	3758
575,739	3671
575,965	3516
576,191	3661
576,417	3768
576,643	3784
576,869	3793
577,095	3516
577,321	3618
577,548	3651
577,774	3574
578,000	3653
578,226	3725
578,452	3741
578,678	3678
578,904	3596
579,130	3677
579,356	3671
579,582	3708
579,808	3750
580,034	3882
580,261	3946
580,487	4515
580,713	5457
580,939	6817
581,165	8638
581,391	10409
581,617	11230
581,843	11088
582,069	10024
582,295	8223
582,521	6429
582,747	5158
582,974	4276
583,200	3949
583,426	3636
583,652	3761
583,878	3603
584,104	3605
584,330	3659
584,556	3597
584,782	3612
585,008	3700
585,234	3593
585,460	3607
585,687	3569
585,913	3707
586,139	3546
586,365	3595
586,591	3664
586,817	3625
587,043	3617
587,269	3640
587,495	3653
587,721	3580
587,947	3618
588,174	3598
588,400	3696
588,626	3565
588,852	3657
589,078	3714
589,304	3719
589,530	3909
589,756	4472
589,982	5811
590,208	8509
590,434	13293
590,660	20938
590,887	29786
591,113	39299
591,339	44583
591,565	44719
591,791	39075
592,017	29737
592,243	20279
592,469	12577
592,695	7934
592,921	5329
593,147	4211
593,373	3802
593,600	3618
593,826	3600
594,052	3537
594,278	3624
594,504	3561
594,730	3650
594,956	3572
595,182	3673
595,408	3525
595,634	3558
595,860	3500
596,086	3519
596,313	3545
596,539	3545
596,765	3498
596,991	3548
597,217	3607
597,443	3623
597,669	3792
597,895	3665
598,121	3817
598,347	4031
598,573	4754
598,799	6170
599,026	9412
599,252	15516
599,478	25038
599,704	37016
599,930	49175
600,156	57474
600,382	58383
600,608	51095
600,834	39503
601,060	26665
601,286	16607
601,512	9629
601,739	6333
601,965	4632
602,191	3960
602,417	3789
602,643	3615
602,869	3574
603,095	3452
603,321	3541
603,547	3422
603,773	3410
603,999	3398
604,225	3447
604,452	3653
604,678	3791
604,904	4114
605,130	5039
605,356	6775
605,582	9370
605,808	12714
606,034	16194
606,260	18329
606,486	18878
606,712	17023
606,938	13685
607,165	9913
607,391	7171
607,617	5213
607,843	4106
608,069	3689
608,295	3477
608,521	3521
608,747	3328
608,973	3457
609,199	3400
609,425	3285
609,652	3399
609,878	3302
610,104	3374
610,330	3258
610,556	3382
610,782	3318
611,008	3345
611,234	3235
611,460	3376
611,686	3390
611,912	3571
612,138	3671
612,365	3703
612,591	3972
612,817	3957
613,043	4166
613,269	3997
613,495	3992
613,721	3684
613,947	3554
614,173	3439
614,399	3449
614,625	3384
614,851	3331
615,078	3347
615,304	3420
615,530	3433
615,756	3362
615,982	3234
616,208	3398
616,434	3342
616,660	3343
616,886	3349
617,112	3290
617,338	3349
617,564	3322
617,791	3329
618,017	3335
618,243	3276
618,469	3311
618,695	3402
618,921	3338
619,147	3363
619,373	3245
619,599	3384
619,825	3298
620,051	3270
620,277	3336
620,504	3381
620,730	3257
620,956	3294
621,182	3384
621,408	3376
621,634	3362
621,860	3324
622,086	3318
622,312	3320
622,538	3336
622,764	3272
622,990	3428
623,217	3376
623,443	3544
623,669	3542
623,895	3832
624,121	4209
624,347	4875
624,573	5324
624,799	5742
625,025	5767
625,251	5486
625,477	4946
625,703	4500
625,930	4051
626,156	3582
626,382	3386
626,608	3313
626,834	3449
627,060	3374
627,286	3280
627,512	3372
627,738	3298
627,964	3376
628,190	3412
628,417	3307
628,643	3282
628,869	3259
629,095	3334
629,321	3321
629,547	3247
629,773	3370
629,999	3387
630,225	3287
630,451	3268
630,677	3405
630,903	3226
631,130	3387
631,356	3298
631,582	3303
631,808	3442
632,034	3243
632,260	3390
632,486	3466
632,712	3444
632,938	3388
633,164	3404
633,390	3385
633,616	3573
633,843	3886
634,069	4721
634,295	6337
634,521	9569
634,747	14338
634,973	20974
635,199	28307
635,425	34029
635,651	35899
635,877	33109
636,103	27594
636,329	20178
636,556	13253
636,782	8459
637,008	5817
637,234	4232
637,460	3716
637,686	3504
637,912	3328
638,138	3198
638,364	3335
638,590	3355
638,816	3307
639,042	3355
639,269	3402
639,495	3376
639,721	3367
639,947	3299
640,173	3416
640,399	3359
640,625	3271
640,851	3346
641,077	3359
641,303	3340
641,529	3386
641,755	3379
641,982	3245
642,208	3357
642,434	3278
642,660	3331
642,886	3317
643,112	3333
643,338	3383
643,564	3201
643,790	3301
644,016	3307
644,242	3256
644,468	3228
644,695	3345
644,921	3310
645,147	3354
645,373	3317
645,599	3359
645,825	3237
646,051	3395
646,277	3362
646,503	3341
646,729	3312
646,955	3231
647,182	3419
647,408	3297
647,634	3387
647,860	3311
648,086	3509
648,312	3580
648,538	3665
648,764	3768
648,990	3926
649,216	3928
649,442	4056
649,668	3750
649,895	3702
650,121	3497
650,347	3408
650,573	3442
650,799	3284
651,025	3368
651,251	3372
651,477	3369
651,703	3336
651,929	3324
652,155	3397
652,381	3328
652,608	3299
652,834	3338
653,060	3317
653,286	3371
653,512	3373
653,738	3390
653,964	3276
654,190	3293
654,416	3312
654,642	3349
654,868	3359
655,094	3320
655,321	3290
655,547	3412
655,773	3309
655,999	3354
656,225	3428
656,451	3305
656,677	3294
656,903	3211
657,129	3385
657,355	3291
657,581	3411
657,807	3409
658,034	3350
658,260	3366
658,486	3314
658,712	3274
658,938	3254
659,164	3337
659,390	3361
659,616	3370
659,842	3282
660,068	3420
660,294	3333
660,520	3240
660,747	3391
660,973	3443
661,199	3387
661,425	3425
661,651	3345
661,877	3402
662,103	3437
662,329	3440
662,555	3337
662,781	3351
663,007	3322
663,233	3264
663,460	3498
663,686	3423
663,912	3587
664,138	3707
664,364	3623
664,590	3637
664,816	3501
665,042	3545
665,268	3426
665,494	3350
665,720	3403
665,947	3353
666,173	3346
666,399	3376
666,625	3354
666,851	3346
667,077	3237
667,303	3289
667,529	3299
667,755	3395
667,981	3409
668,207	3414
668,433	3464
668,660	3467
668,886	3465
669,112	3537
669,338	3623
669,564	3558
669,790	3715
670,016	4265
670,242	5084
670,468	5960
670,694	7122
670,920	7925
671,146	8241
671,373	8057
671,599	6921
671,825	6026
672,051	5002
672,277	4128
672,503	3682
672,729	3517
672,955	3446
673,181	3405
673,407	3326
673,633	3212
673,859	3366
674,086	3258
674,312	3276
674,538	3299
674,764	3318
674,990	3278
675,216	3427
675,442	3630
675,668	3908
675,894	4112
676,120	4200
676,346	4404
676,572	4285
676,799	4020
677,025	3813
677,251	3609
677,477	3250
677,703	3234
677,929	3158
678,155	3050
678,381	3175
678,607	3140
678,833	3173
679,059	3027
679,285	3054
679,512	3143
679,738	3067
679,964	3104
680,190	3123
680,416	3052
680,642	3106
680,868	3012
681,094	3256
681,320	3094
681,546	2959
681,772	2983
681,998	3078
682,225	3003
682,451	3062
682,677	3006
682,903	3059
683,129	3027
683,355	3042
683,581	3036
683,807	3045
684,033	2978
684,259	3018
684,485	2921
684,712	3102
684,938	2945
685,164	3026
685,390	2970
685,616	2967
685,842	3050
686,068	3086
686,294	3061
686,520	3013
686,746	2983
686,972	3026
687,198	2963
687,425	3119
687,651	2964
687,877	3072
688,103	3000
688,329	3054
688,555	3021
688,781	3010
689,007	3100
689,233	3059
689,459	3064
689,685	3093
689,911	3081
690,138	3095
690,364	3377
690,590	3538
690,816	4344
691,042	5723
691,268	7729
691,494	10053
691,720	12833
691,946	14892
692,172	15673
692,398	14595
692,624	12226
692,851	9693
693,077	7170
693,303	5403
693,529	4104
693,755	3457
693,981	3098
694,207	3071
694,433	3039
694,659	2986
694,885	3022
695,111	2923
695,337	2935
695,564	3054
695,790	2989
696,016	2931
696,242	2977
696,468	3047
696,694	2872
696,920	2946
697,146	2949
697,372	3033
697,598	2974
697,824	3070
698,050	3007
698,277	2997
698,503	3019
698,729	3031
698,955	3008
699,181	2922
699,407	2933
699,633	2978
699,859	2975
700,085	3060
700,311	2933
700,537	2939
700,763	2940
700,990	2954
701,216	2992
701,442	3005
701,668	2906
701,894	2998
702,120	2959
702,346	2915
702,572	3053
702,798	2932
703,024	2977
703,250	3038
703,477	3013
703,703	2977
703,929	3065
704,155	2941
704,381	2986
704,607	3030
704,833	3040
705,059	2922
705,285	3031
705,511	2887
705,737	2909
705,963	2951
706,190	2910
706,416	2968
706,642	2937
706,868	2934
707,094	3032
707,320	2941
707,546	2963
707,772	2871
707,998	2925
708,224	2905
708,450	2999
708,676	2995
708,903	3000
709,129	2936
709,355	2930
709,581	2966
709,807	2984
710,033	3001
710,259	2917
710,485	2922
710,711	2955
710,937	2941
711,163	2866
711,389	2932
711,616	2866
711,842	3065
712,068	2956
712,294	2987
712,520	3000
712,746	2964
712,972	3016
713,198	3013
713,424	2995
713,650	3131
713,876	3198
714,102	3321
714,329	3486
714,555	3692
714,781	3820
715,007	3980
715,233	4234
715,459	4275
715,685	4241
715,911	4117
716,137	3827
716,363	3466
716,589	3279
716,815	3207
717,042	3056
717,268	3009
717,494	2951
717,720	3123
717,946	3037
718,172	2953
718,398	3099
718,624	3133
718,850	3044
719,076	3086
719,302	3028
719,528	3140
719,755	3056
719,981	3288
720,207	3128
720,433	3216
720,659	3439
720,885	3987
721,111	4873
721,337	7444
721,563	12760
721,789	22878
722,015	39993
722,242	64066
722,468	91521
722,694	117689
722,920	135051
723,146	135462
723,372	120583
723,598	94215
723,824	64679
724,050	39398
724,276	22191
724,502	11604
724,728	6420
724,955	4239
725,181	3286
725,407	2998
725,633	2917
725,859	2983
726,085	3058
726,311	2904
726,537	2922
726,763	2899
726,989	2856
727,215	2860
727,441	2893
727,668	2868
727,894	2828
728,120	2966
728,346	2885
728,572	2838
728,798	2923
729,024	2785
729,250	2870
729,476	2938
729,702	2860
729,928	2835
730,154	2929
730,381	2944
730,607	2818
730,833	2837
731,059	2811
731,285	2851
731,511	2931
731,737	2866
731,963	2981
732,189	2921
732,415	2897
732,641	2827
732,867	2876
733,094	2859
733,320	2853
733,546	2844
733,772	2867
733,998	2872
734,224	2919
734,450	2918
734,676	2832
734,902	2836
735,128	2775
735,354	2836
735,580	2835
735,807	2813
736,033	2836
736,259	2871
736,485	2961
736,711	2850
736,937	2864
737,163	2937
737,389	2878
737,615	2813
737,841	2771
738,067	2893
738,293	2879
738,520	2849
738,746	2943
738,972	2892
739,198	2843
739,424	2830
739,650	2945
739,876	2888
740,102	2856
740,328	2862
740,554	2950
740,780	2921
741,007	2869
741,233	2888
741,459	2848
741,685	2803
741,911	2911
742,137	2848
742,363	2863
742,589	2944
742,815	2923
743,041	2982
743,267	2872
743,493	2906
743,720	2858
743,946	2868
744,172	2975
744,398	2950
744,624	2860
744,850	2957
745,076	2963
745,302	2945
745,528	2863
745,754	2967
745,980	2940
746,206	2861
746,433	2841
746,659	2988
746,885	2956
747,111	2944
747,337	2961
747,563	2918
747,789	3056
748,015	2969
748,241	2880
748,467	2972
748,693	3038
748,919	2957
749,146	2982
749,372	2994
749,598	3015
749,824	3009
750,050	3044
750,276	2945
750,502	3005
750,728	2924
750,954	2972
751,180	2915
751,406	2962
751,632	2879
751,859	2935
752,085	2955
752,311	3012
752,537	2991
752,763	2974
752,989	2982
753,215	2988
753,441	3009
753,667	3061
753,893	2974
754,119	3057
754,345	3165
754,572	3433
754,798	3920
755,024	4856
755,250	6980
755,476	10467
755,702	15191
755,928	21092
756,154	26626
756,380	30110
756,606	31107
756,832	28336
757,058	22936
757,285	17295
757,511	12036
757,737	7731
757,963	5376
758,189	3965
758,415	3339
758,641	2991
758,867	3052
759,093	2896
759,319	3000
759,545	3098
759,772	2996
759,998	2947
760,224	2887
760,450	2960
760,676	3016
760,902	2986
761,128	2950
761,354	2993
761,580	3037
761,806	3107
762,032	3017
762,258	3033
762,485	3121
762,711	3171
762,937	3191
763,163	3227
763,389	3113
763,615	3180
763,841	3169
764,067	3179
764,293	2984
764,519	3066
764,745	3055
764,971	2985
765,198	3114
765,424	2981
765,650	2988
765,876	3022
766,102	3030
766,328	2955
766,554	3049
766,780	2978
767,006	3012
767,232	3022
767,458	3051
767,684	2957
767,911	3078
768,137	2992
768,363	3041
768,589	2983
768,815	2925
769,041	2957
769,267	2924
769,493	2981
769,719	3057
769,945	2979
770,171	3027
770,397	3094
770,624	3009
770,850	3051
771,076	3139
771,302	2929
771,528	2998
771,754	3032
771,980	3086
772,206	3027
772,432	3070
772,658	3033
772,884	3030
773,110	3023
773,337	2981
773,563	3108
773,789	3046
774,015	3041
774,241	2988
774,467	2974
774,693	3075
774,919	2998
775,145	2953
775,371	2950
775,597	3044
775,823	3092
776,050	3075
776,276	3041
776,502	3028
776,728	2969
776,954	2924
777,180	3015
777,406	2985
777,632	2987
777,858	3138
778,084	2981
778,310	3059
778,537	3092
778,763	3131
778,989	3107
779,215	3091
779,441	3041
779,667	3047
779,893	3015
780,119	3117
780,345	2960
780,571	2999
780,797	3083
781,023	3019
781,250	3094
781,476	3054
781,702	3089
781,928	3078
782,154	2959
782,380	3141
782,606	3141
782,832	3186
783,058	3131
783,284	3117
783,510	3104
783,736	2983
783,963	3054
784,189	3034
784,415	3044
784,641	3054
784,867	3168
785,093	3033
785,319	2980
785,545	3036
785,771	3049
785,997	3056
786,223	3081
786,449	3051
786,676	3081
786,902	3162
787,128	3073
787,354	2930
787,580	2966
787,806	3037
788,032	3021
788,258	3114
788,484	3032
788,710	2988
788,936	3004
789,162	3007
789,389	3095
789,615	3062
789,841	3028
790,067	3077
790,293	3015
790,519	3047
790,745	3000
790,971	2920
791,197	2903
791,423	2960
791,649	2956
791,875	2980
792,102	2955
792,328	3027
792,554	2818
792,780	2990
793,006	2861
793,232	3000
793,458	2958
793,684	2948
793,910	2828
794,136	2849
794,362	2847
794,588	2825
794,815	2880
795,041	2822
795,267	2808
795,493	2786
795,719	2817
795,945	2844
796,171	2850
796,397	2867
796,623	2744
796,849	2765
797,075	2785
797,302	2789
797,528	2811
797,754	2794
797,980	2763
798,206	2685
798,432	2720
798,658	2660
798,884	2772
799,110	2725
799,336	2750
799,562	2706
799,788	2704
800,015	2802
800,241	2737
800,467	2823
800,693	2707
800,919	2734
801,145	2668
801,371	2620
801,597	2460
801,823	2563
802,049	2441
802,275	2442
802,501	2493
802,728	2463
802,954	2427
803,180	2418
803,406	2499
803,632	2347
803,858	2360
804,084	2389
804,310	2332
804,536	2285
804,762	2292
804,988	2422
805,214	2339
805,441	2318
805,667	2414
805,893	2349
806,119	2366
806,345	2345
806,571	2290
806,797	2378
807,023	2264
807,249	2312
807,475	2302
807,701	2353
807,927	2241
808,154	2265
808,380	2267
808,606	2224
808,832	2246
809,058	2299
809,284	2268
809,510	2299
809,736	2213
809,962	2214
810,188	2301
810,414	2306
810,640	2315
810,867	2223
811,093	2250
811,319	2222
811,545	2193
811,771	2226
811,997	2248
812,223	2206
812,449	2292
812,675	2277
812,901	2280
813,127	2198
813,353	2197
813,580	2387
813,806	2469
814,032	2801
814,258	3106
814,484	3583
814,710	4332
814,936	4890
815,162	5116
815,388	5216
815,614	4944
815,840	4191
816,067	3810
816,293	3176
816,519	2719
816,745	2484
816,971	2236
817,197	2226
817,423	2206
817,649	2114
817,875	2147
818,101	2135
818,327	2078
818,553	2126
818,780	2155
819,006	2100
819,232	2106
819,458	2081
819,684	2124
819,910	2104
820,136	2079
820,362	2133
820,588	2209
820,814	2098
821,040	2107
821,266	2100
821,493	2130
821,719	2128
821,945	2114
822,171	2083
822,397	2071
822,623	2071
822,849	2014
823,075	2047
823,301	2141
823,527	2178
823,753	2158
823,979	2058
824,206	2099
824,432	2140
824,658	2153
824,884	2159
825,110	2167
825,336	2105
825,562	2013
825,788	2108
826,014	1998
826,240	2107
826,466	2080
826,692	2072
826,919	2040
827,145	2021
827,371	2001
827,597	2027
827,823	2002
828,049	2026
828,275	2035
828,501	2042
828,727	2026
828,953	2058
829,179	2054
829,405	2119
829,632	2062
829,858	2098
830,084	2060
830,310	2139
830,536	2080
830,762	2040
830,988	2056
831,214	2004
831,440	2145
831,666	2056
831,892	2068
832,118	2006
832,345	2085
832,571	2078
832,797	2050
833,023	2047
833,249	1927
833,475	1976
833,701	1999
833,927	2037
834,153	1972
834,379	1992
834,605	2041
834,832	2003
835,058	2056
835,284	1983
835,510	2091
835,736	1975
835,962	1977
836,188	1967
836,414	1990
836,640	2043
836,866	1983
837,092	2009
837,318	1971
837,545	2015
837,771	1962
837,997	2038
838,223	1998
838,449	1989
838,675	1959
838,901	2024
839,127	2078
839,353	2150
839,579	2021
839,805	2010
840,031	2036
840,258	1993
840,484	1972
840,710	2039
840,936	1964
841,162	1915
841,388	1877
841,614	1916
841,840	1961
842,066	1942
842,292	1909
842,518	1966
842,744	1945
842,971	2018
843,197	1923
843,423	2027
843,649	2167
843,875	2446
844,101	2798
844,327	3328
844,553	4043
844,779	4797
845,005	5041
845,231	5320
845,457	5155
845,684	4708
845,910	4287
846,136	3584
846,362	3051
846,588	2626
846,814	2265
847,040	2178
847,266	2064
847,492	2003
847,718	2040
847,944	2005
848,170	1940
848,397	1909
848,623	2062
848,849	1921
849,075	2015
849,301	2178
849,527	2334
849,753	2665
849,979	2929
850,205	3096
850,431	3179
850,657	3092
850,883	2907
851,110	2680
851,336	2401
851,562	2137
851,788	2040
852,014	1902
852,240	1974
852,466	1881
852,692	1857
852,918	1805
853,144	1892
853,370	1859
853,597	1859
853,823	1923
854,049	1865
854,275	1911
854,501	1958
854,727	1915
854,953	1815
855,179	1865
855,405	1845
855,631	1922
855,857	1821
856,083	1849
856,310	1889
856,536	1854
856,762	1873
856,988	1802
857,214	1848
857,440	1779
857,666	1783
857,892	1834
858,118	1892
858,344	1794
858,570	1825
858,796	1837
859,023	1793
859,249	1879
859,475	1809
859,701	1839
859,927	1880
860,153	1831
860,379	1898
860,605	1791
860,831	1815
861,057	1827
861,283	1823
861,509	1808
861,736	1826
861,962	1837
862,188	1826
862,414	1824
862,640	1772
862,866	1755
863,092	1857
863,318	1772
863,544	1813
863,770	1791
863,996	1781
864,222	1759
864,449	1753
864,675	1858
864,901	1836
865,127	1721
865,353	1669
865,579	1841
865,805	1820
866,031	1772
866,257	1795
866,483	1844
866,709	1771
866,935	1798
867,162	1808
867,388	1786
867,614	1766
867,840	1749
868,066	1805
868,292	1794
868,518	1825
868,744	1743
868,970	1828
869,196	1849
869,422	1815
869,648	1852
869,875	1891
870,101	1901
870,327	1966
870,553	2171
870,779	2462
871,005	3172
871,231	4677
871,457	7737
871,683	12806
871,909	20695
872,135	31399
872,362	44172
872,588	55792
872,814	63591
873,040	64966
873,266	59807
873,492	49533
873,718	37289
873,944	25051
874,170	15248
874,396	8771
874,622	4969
874,848	3089
875,075	2099
875,301	1966
875,527	1805
875,753	1729
875,979	1692
876,205	1684
876,431	1666
876,657	1677
876,883	1677
877,109	1679
877,335	1607
877,561	1699
877,788	1687
878,014	1651
878,240	1652
878,466	1790
878,692	1762
878,918	1772
879,144	1928
879,370	2045
879,596	2125
879,822	2176
880,048	2192
880,274	2115
880,501	2091
880,727	2012
880,953	1952
881,179	1870
881,405	1808
881,631	1641
881,857	1741
882,083	1657
882,309	1573
882,535	1549
882,761	1653
882,987	1594
883,214	1603
883,440	1605
883,666	1596
883,892	1621
884,118	1629
884,344	1662
884,570	1573
884,796	1556
885,022	1490
885,248	1508
885,474	1593
885,700	1620
885,927	1589
886,153	1558
886,379	1553
886,605	1545
886,831	1583
887,057	1570
887,283	1558
887,509	1549
887,735	1620
887,961	1662
888,187	1529
888,413	1648
888,640	1591
888,866	1583
889,092	1528
889,318	1608
889,544	1589
889,770	1610
889,996	1530
890,222	1527
890,448	1559
890,674	1652
890,900	1759
891,127	1849
891,353	2094
891,579	2519
891,805	2941
892,031	3373
892,257	3970
892,483	4110
892,709	4081
892,935	3843
893,161	3298
893,387	2910
893,613	2416
893,840	2086
894,066	1731
894,292	1619
894,518	1606
894,744	1548
894,970	1535
895,196	1525
895,422	1529
895,648	1502
895,874	1531
896,100	1556
896,326	1526
896,553	1537
896,779	1510
897,005	1535
897,231	1514
897,457	1541
897,683	1513
897,909	1559
898,135	1514
898,361	1597
898,587	1546
898,813	1530
899,039	1515
899,266	1609
899,492	1527
899,718	1494
899,944	1509
900,170	1577
900,396	1543
900,622	1576
900,848	1519
901,074	1415
901,300	1587
901,526	1543
901,752	1583
901,979	1719
902,205	1848
902,431	2034
902,657	2484
902,883	3015
903,109	3837
903,335	4600
